,School Name,Region,School Type,Undergraduate Major,Adjusted Salary
10067,University of Wisconsin (UW) - Whitewater,Midwestern,State,Economics,44856
10068,University of Wisconsin (UW) - Whitewater,Midwestern,State,Education,29656
10069,University of Wisconsin (UW) - Whitewater,Midwestern,State,Electrical Engineering,55656
10070,University of Wisconsin (UW) - Whitewater,Midwestern,State,English,32756
10071,University of Wisconsin (UW) - Whitewater,Midwestern,State,Film,32656
10072,University of Wisconsin (UW) - Whitewater,Midwestern,State,Finance,42656
10073,University of Wisconsin (UW) - Whitewater,Midwestern,State,Forestry,33856
10074,University of Wisconsin (UW) - Whitewater,Midwestern,State,Geography,35956
10075,University of Wisconsin (UW) - Whitewater,Midwestern,State,Geology,38256
10076,University of Wisconsin (UW) - Whitewater,Midwestern,State,Graphic Design,30456
10077,University of Wisconsin (UW) - Whitewater,Midwestern,State,Health Care Administration,33556
10078,University of Wisconsin (UW) - Whitewater,Midwestern,State,History,33956
10079,University of Wisconsin (UW) - Whitewater,Midwestern,State,Hospitality & Tourism,32556
10080,University of Wisconsin (UW) - Whitewater,Midwestern,State,Industrial Engineering,52456
10081,University of Wisconsin (UW) - Whitewater,Midwestern,State,Information Technology (IT),43856
10082,University of Wisconsin (UW) - Whitewater,Midwestern,State,Interior Design,30856
10083,University of Wisconsin (UW) - Whitewater,Midwestern,State,International Relations,35656
10084,University of Wisconsin (UW) - Whitewater,Midwestern,State,Journalism,30356
10085,University of Wisconsin (UW) - Whitewater,Midwestern,State,Management Information Systems (MIS),43956
10086,University of Wisconsin (UW) - Whitewater,Midwestern,State,Marketing,35556
10087,University of Wisconsin (UW) - Whitewater,Midwestern,State,Math,40156
10088,University of Wisconsin (UW) - Whitewater,Midwestern,State,Mechanical Engineering,52656
10089,University of Wisconsin (UW) - Whitewater,Midwestern,State,Music,30656
10090,University of Wisconsin (UW) - Whitewater,Midwestern,State,Nursing,48956
10091,University of Wisconsin (UW) - Whitewater,Midwestern,State,Nutrition,34656
10092,University of Wisconsin (UW) - Whitewater,Midwestern,State,Philosophy,34656
10093,University of Wisconsin (UW) - Whitewater,Midwestern,State,Physician Assistant,69056
10094,University of Wisconsin (UW) - Whitewater,Midwestern,State,Physics,45056
10095,University of Wisconsin (UW) - Whitewater,Midwestern,State,Political Science,35556
10096,University of Wisconsin (UW) - Whitewater,Midwestern,State,Psychology,30656
10097,University of Wisconsin (UW) - Whitewater,Midwestern,State,Religion,28856
10098,University of Wisconsin (UW) - Whitewater,Midwestern,State,Sociology,31256
10099,University of Wisconsin (UW) - Whitewater,Midwestern,State,Spanish,28756
10100,Western Washington University,Western,State,Accounting,42656
10101,Western Washington University,Western,State,Aerospace Engineering,54356
10102,Western Washington University,Western,State,Agriculture,39256
10103,Western Washington University,Western,State,Anthropology,33456
10104,Western Washington University,Western,State,Architecture,38256
10105,Western Washington University,Western,State,Art History,32456
10106,Western Washington University,Western,State,Biology,35456
10107,Western Washington University,Western,State,Business Management,39656
10108,Western Washington University,Western,State,Chemical Engineering,59856
10109,Western Washington University,Western,State,Chemistry,39256
10110,Western Washington University,Western,State,Civil Engineering,50556
10111,Western Washington University,Western,State,Communications,34756
10112,Western Washington University,Western,State,Computer Engineering,58056
10113,Western Washington University,Western,State,Computer Science,52556
10114,Western Washington University,Western,State,Construction,50356
10115,Western Washington University,Western,State,Criminal Justice,31656
10116,Western Washington University,Western,State,Drama,32556
10117,Western Washington University,Western,State,Economics,46756
10118,Western Washington University,Western,State,Education,31556
10119,Western Washington University,Western,State,Electrical Engineering,57556
10120,Western Washington University,Western,State,English,34656
10121,Western Washington University,Western,State,Film,34556
10122,Western Washington University,Western,State,Finance,44556
10123,Western Washington University,Western,State,Forestry,35756
10124,Western Washington University,Western,State,Geography,37856
10125,Western Washington University,Western,State,Geology,40156
10126,Western Washington University,Western,State,Graphic Design,32356
10127,Western Washington University,Western,State,Health Care Administration,35456
10128,Western Washington University,Western,State,History,35856
10129,Western Washington University,Western,State,Hospitality & Tourism,34456
10130,Western Washington University,Western,State,Industrial Engineering,54356
10131,Western Washington University,Western,State,Information Technology (IT),45756
10132,Western Washington University,Western,State,Interior Design,32756
10133,Western Washington University,Western,State,International Relations,37556
10134,Western Washington University,Western,State,Journalism,32256
10135,Western Washington University,Western,State,Management Information Systems (MIS),45856
10136,Western Washington University,Western,State,Marketing,37456
10137,Western Washington University,Western,State,Math,42056
10138,Western Washington University,Western,State,Mechanical Engineering,54556
10139,Western Washington University,Western,State,Music,32556
10140,Western Washington University,Western,State,Nursing,50856
10141,Western Washington University,Western,State,Nutrition,36556
10142,Western Washington University,Western,State,Philosophy,36556
10143,Western Washington University,Western,State,Physician Assistant,70956
10144,Western Washington University,Western,State,Physics,46956
10145,Western Washington University,Western,State,Political Science,37456
10146,Western Washington University,Western,State,Psychology,32556
10147,Western Washington University,Western,State,Religion,30756
10148,Western Washington University,Western,State,Sociology,33156
10149,Western Washington University,Western,State,Spanish,30656
10150,Minnesota State University - Mankato,Midwestern,State,Accounting,43256
10151,Minnesota State University - Mankato,Midwestern,State,Aerospace Engineering,54956
10152,Minnesota State University - Mankato,Midwestern,State,Agriculture,39856
10153,Minnesota State University - Mankato,Midwestern,State,Anthropology,34056
10154,Minnesota State University - Mankato,Midwestern,State,Architecture,38856
10155,Minnesota State University - Mankato,Midwestern,State,Art History,33056
10156,Minnesota State University - Mankato,Midwestern,State,Biology,36056
10157,Minnesota State University - Mankato,Midwestern,State,Business Management,40256
10158,Minnesota State University - Mankato,Midwestern,State,Chemical Engineering,60456
10159,Minnesota State University - Mankato,Midwestern,State,Chemistry,39856
10160,Minnesota State University - Mankato,Midwestern,State,Civil Engineering,51156
10161,Minnesota State University - Mankato,Midwestern,State,Communications,35356
10162,Minnesota State University - Mankato,Midwestern,State,Computer Engineering,58656
10163,Minnesota State University - Mankato,Midwestern,State,Computer Science,53156
10164,Minnesota State University - Mankato,Midwestern,State,Construction,50956
10165,Minnesota State University - Mankato,Midwestern,State,Criminal Justice,32256
10166,Minnesota State University - Mankato,Midwestern,State,Drama,33156
10167,Minnesota State University - Mankato,Midwestern,State,Economics,47356
10168,Minnesota State University - Mankato,Midwestern,State,Education,32156
10169,Minnesota State University - Mankato,Midwestern,State,Electrical Engineering,58156
10170,Minnesota State University - Mankato,Midwestern,State,English,35256
10171,Minnesota State University - Mankato,Midwestern,State,Film,35156
10172,Minnesota State University - Mankato,Midwestern,State,Finance,45156
10173,Minnesota State University - Mankato,Midwestern,State,Forestry,36356
10174,Minnesota State University - Mankato,Midwestern,State,Geography,38456
10175,Minnesota State University - Mankato,Midwestern,State,Geology,40756
10176,Minnesota State University - Mankato,Midwestern,State,Graphic Design,32956
10177,Minnesota State University - Mankato,Midwestern,State,Health Care Administration,36056
10178,Minnesota State University - Mankato,Midwestern,State,History,36456
10179,Minnesota State University - Mankato,Midwestern,State,Hospitality & Tourism,35056
10180,Minnesota State University - Mankato,Midwestern,State,Industrial Engineering,54956
10181,Minnesota State University - Mankato,Midwestern,State,Information Technology (IT),46356
10182,Minnesota State University - Mankato,Midwestern,State,Interior Design,33356
10183,Minnesota State University - Mankato,Midwestern,State,International Relations,38156
10184,Minnesota State University - Mankato,Midwestern,State,Journalism,32856
10185,Minnesota State University - Mankato,Midwestern,State,Management Information Systems (MIS),46456
10186,Minnesota State University - Mankato,Midwestern,State,Marketing,38056
10187,Minnesota State University - Mankato,Midwestern,State,Math,42656
10188,Minnesota State University - Mankato,Midwestern,State,Mechanical Engineering,55156
10189,Minnesota State University - Mankato,Midwestern,State,Music,33156
10190,Minnesota State University - Mankato,Midwestern,State,Nursing,51456
10191,Minnesota State University - Mankato,Midwestern,State,Nutrition,37156
10192,Minnesota State University - Mankato,Midwestern,State,Philosophy,37156
10193,Minnesota State University - Mankato,Midwestern,State,Physician Assistant,71556
10194,Minnesota State University - Mankato,Midwestern,State,Physics,47556
10195,Minnesota State University - Mankato,Midwestern,State,Political Science,38056
10196,Minnesota State University - Mankato,Midwestern,State,Psychology,33156
10197,Minnesota State University - Mankato,Midwestern,State,Religion,31356
10198,Minnesota State University - Mankato,Midwestern,State,Sociology,33756
10199,Minnesota State University - Mankato,Midwestern,State,Spanish,31256
10200,University of Wisconsin (UW) - Milwaukee,Midwestern,State,Accounting,42256
10201,University of Wisconsin (UW) - Milwaukee,Midwestern,State,Aerospace Engineering,53956
10202,University of Wisconsin (UW) - Milwaukee,Midwestern,State,Agriculture,38856
10203,University of Wisconsin (UW) - Milwaukee,Midwestern,State,Anthropology,33056
10204,University of Wisconsin (UW) - Milwaukee,Midwestern,State,Architecture,37856
10205,University of Wisconsin (UW) - Milwaukee,Midwestern,State,Art History,32056
10206,University of Wisconsin (UW) - Milwaukee,Midwestern,State,Biology,35056
10207,University of Wisconsin (UW) - Milwaukee,Midwestern,State,Business Management,39256
